classtype2,rms,lowenergy,tempo
2,0.012007910630561718,0.6777685262281432,115.73925775160086
2,0.012091653793093678,0.6744379683597003,134.139470875668
2,0.012161252620170832,0.5903413821815154,137.9247534113701
2,0.013857742785735911,0.5911740216486261,104.61521018294852
2,0.012543922445690095,0.5916666666666667,63.79381540498549
2,0.06241240900131748,0.42298084929225643,111.78648628766102
2,0.07479445661744238,0.5320566194837635,120.81965807837925
2,0.07881984279083228,0.443796835970025,107.38051987479069
2,0.07705472644405209,0.398834304746045,108.93176106438338
1,0.06629422077867962,0.5345545378850958,80.21472680612851
2,0.07665680051058267,0.54,106.63115979333185
1,0.14982197389385438,0.5953372189841799,161.17225151735875
1,0.1532720428095834,0.6086594504579517,76.21989137897276
1,0.15843613067845858,0.607826810990841,91.34112085517724
1,0.21852312136749497,0.466278101582015,96.12848482929762
1,0.19338195690128546,0.5470441298917569,76.78201356786427
1,0.18578624430326232,0.52,155.9972314803175
2,0.004673010534738345,0.6702747710241466,108.15955431014069
2,0.0139981586003267,0.6827643630308077,83.15312060642793
2,0.008273445968817825,0.6677768526228143,102.41025480939952
2,0.01761298100789129,0.5903413821815154,99.46369245315013
2,0.01409927868526531,0.604496253122398,104.42182826529552
2,0.014032785109535153,0.6358333333333334,99.08380132164837
1,0.011614168876624174,0.5970024979184013,172.3462548235565
1,0.017477538044857483,0.6877601998334721,97.4752619769214
1,0.01798150135195979,0.5953372189841799,101.773335438699
1,0.01622636779568533,0.5902777777777778,165.68833115199007
1,0.01252990595429439,0.6411323896752706,109.47918346892989
2,0.004514530924101448,0.5720233139050791,121.96910011795119
2,0.013558211151750392,0.5353871773522065,171.71947238279145
2,0.017271643839647462,0.6736053288925895,63.291515523820856
2,0.015887284268595016,0.6019983347210658,113.80545268909863
2,0.01553187718879038,0.61,112.18097640052967
2,0.0040374783395140945,0.5270607826810991,100.33712113375714
2,0.07160638252419295,0.48209825145711904,140.6818657695453
2,0.05429148533035825,0.5728559533721899,113.488634445486
2,0.06478091943628823,0.5928393005828476,144.99697211427292
2,0.07717002915856307,0.5886761032472939,155.38181245317426
2,0.0809407624663447,0.5558333333333333,160.68891712973868
2,0.07632540146521796,0.4746044962531224,109.84439612095917
1,0.05563091745589069,0.511240632805995,80.17830148865484
1,0.07051507268750785,0.5087427144046628,110.77182489081295
1,0.07564106546275329,0.5720233139050791,79.71336548036278
1,0.0764364729671391,0.5353871773522065,168.90768504444367
1,0.08646379126445009,0.6208333333333333,156.6743166254986
1,0.05800028335129899,0.4945878434637802,188.653239151471
2,0.024005795958160138,0.5203996669442131,172.78387711751765
2,0.024198411798699672,0.5312239800166528,69.05501367426653
2,0.030702967977280345,0.5228975853455454,120.64246757985737
2,0.02226342789035066,0.6344712739383847,138.31669343337595
2,0.03249092700900047,0.5866666666666667,176.30109100649977
2,0.026137565106666483,0.5129059117402165,134.22114546011076
2,0.04153323973901495,0.6411323896752706,153.26083983523668
2,0.034432537908096035,0.6169858451290591,109.1529990976468
1,0.03541809747914865,0.5711906744379683,180.44533227973565
2,0.05309303260390104,0.7493755203996669,113.30076465853698
1,0.03905715777272686,0.6916666666666667,156.51141325363406
2,0.043381576456308454,0.5312239800166528,158.50734611634795
1,0.13574812328642788,0.45545378850957535,110.45064312822862
1,0.13922999439564143,0.3938384679433805,164.56766114743834
1,0.13318991598027086,0.4604496253122398,140.91271434668127
1,0.1385167619328351,0.4945878434637802,150.35616951904265
1,0.12999664741266043,0.5491666666666667,142.9925433826195
1,0.11221766833495066,0.35803497085761865,107.58474514326522
2,0.05661358517290626,0.6419650291423813,192.392043457501
2,0.05599098704475028,0.6436303080766028,151.389271856636
1,0.0473469641930256,0.6661115736885929,165.0472341368042
1,0.035863361570389926,0.7085714285714285,186.04931224976247
1,0.04814031931216335,0.7077435470441299,157.10423098279773
1,0.08541566978810661,0.556203164029975,125.13498603499681
1,0.08110695424050123,0.5212323064113239,119.22477854847234
1,0.09126685199722842,0.5487094088259784,79.19943645782446
1,0.10514565225274726,0.5728559533721899,169.592427693307
1,0.1339470090825162,0.4175,90.63068983400917
1,0.088062969223281,0.6153205661948377,81.62738691424978
1,0.03678042887561819,0.5328892589508742,54.23174413551
1,0.049540153571245596,0.4021648626144879,88.73550414275782
1,0.06313921255110083,0.5445462114904246,72.72239576816415
1,0.0671681451066735,0.5836802664446294,71.42825676892885
1,0.0887969289174868,0.6744379683597003,138.47876282829307
1,0.09212196527168559,0.6741666666666667,182.81119767522796
2,0.05884328296203748,0.6153205661948377,180.82293696358718
2,0.05806168779515027,0.6586178184845962,182.13823197939564
2,0.051170940645709144,0.6402997502081599,185.70433471541185
2,0.04951392795889956,0.6278101582014988,180.80869671705153
1,0.05223713758746729,0.652789342214821,185.40275287877253
2,0.06186342569929091,0.64,187.68759972784517
1,0.047072643335159446,0.5020815986677769,172.1449367963089
1,0.03866202075852479,0.5345545378850958,157.01810201543017
1,0.05663261428895376,0.5262281432139884,160.81836039850387
1,0.04857977317508628,0.5886761032472939,161.15695323766886
1,0.05726459475414854,0.5495420482930891,170.35603712539353
1,0.046168120098747246,0.6125,172.4884754479779
1,0.014593071012373922,0.6519567027477102,112.94693183199314
1,0.02374009337154581,0.6069941715237303,91.63660461164362
1,0.02508471022259708,0.5678601165695254,104.83301870759229
1,0.026876862034251943,0.5686927560366362,105.03123856684131
1,0.02391678258864274,0.5661948376353039,117.32316665099066
1,0.023418686505847,0.5383333333333333,80.74911613077242
2,0.03501474047211732,0.533721898417985,185.5582293971005
2,0.08118130387853766,0.5437135720233139,51.02876886661726
2,0.10227632722572975,0.5703580349708576,177.80414072539273
2,0.16011951072867275,0.4529558701082431,56.37403644382493
2,0.09513493082960575,0.5795170691090757,117.4384285576769
2,0.1267622886297931,0.5916666666666667,113.92183556535336
2,0.04098451305233836,0.6802664446294754,104.15381001015994
2,0.04170222797147921,0.5495420482930891,72.36313236570342
2,0.0424989836910583,0.5104079933388843,146.426304001594
2,0.035600694731067244,0.5770191507077436,91.16366143587254
2,0.03184188042149875,0.5537052456286428,155.57073113435612
2,0.053125159443536046,0.6583333333333333,158.6610915769272
2,0.04341907166967314,0.4646128226477935,129.37197004391965
2,0.059355879354810626,0.4621149042464613,128.1407847844506
2,0.05719358410768422,0.43713572023313907,63.96017227614764
2,0.0577350126672154,0.4363030807660283,65.99519679705568
2,0.06418694724338236,0.559533721898418,103.31877503904762
2,0.04639723601260965,0.5983333333333334,152.8702655376049
2,0.14168698809925187,0.5187343880099917,108.91661873925672
2,0.1881842234089734,0.5745212323064113,162.06183213357838
2,0.20210641381167593,0.5553705245628643,166.7981177431484
2,0.1610501159824624,0.6319733555370525,131.12474727819347
2,0.20071308232735144,0.5861781848459617,178.71882907461261
2,0.22757036372089795,0.53,96.63155054356247
1,0.025053211566359118,0.5970024979184013,113.69124034228366
1,0.02290735656783544,0.575353871773522,107.58691798986156
1,0.02022617191379679,0.5537052456286428,158.97248369405173
1,0.0249947678618577,0.6094920899250624,94.22200596949436
1,0.026554583423723608,0.6394671107410491,84.27185312935524
1,0.03405234902925822,0.67,90.20180057920689
1,0.05110658361183576,0.5212323064113239,90.41644977006263
1,0.04765894346723743,0.507910074937552,91.44399862797259
1,0.05343103185107143,0.5695253955037469,182.85308578733017
1,0.048443227173578275,0.5170691090757702,142.94173049380154
1,0.06495408685365539,0.5466666666666666,170.69062531328066
2,0.015742227105130967,0.5961698584512906,107.2751155543435
2,0.01828910997647089,0.5670274771024146,119.44849363656692
2,0.02078090970102857,0.5728559533721899,137.34028590180827
2,0.020752571106134394,0.5611990008326395,81.92229600328004
2,0.02134672688465041,0.5703580349708576,129.7604556503066
1,0.15543311756332703,0.3971690258118235,105.72449768785765
1,0.16679567549671,0.6153205661948377,137.2729021692877
1,0.19013821073134204,0.5603663613655288,113.86321647017623
1,0.23791100127210485,0.5203996669442131,157.62988649494602
1,0.2195612918140318,0.5736885928393006,156.3049733293373
2,0.056440544742641076,0.5495420482930891,139.00170138358672
2,0.05495734607851261,0.6386344712739384,124.52277460659965
1,0.06313232713675265,0.6611157368859284,144.9228628448956
1,0.07358209105895963,0.6244796003330558,137.22113342066157
1,0.07560700826943517,0.6902581182348043,100.30423582386507
2,0.048808460971824306,0.4995836802664446,152.3884520306236
2,0.05805288900577367,0.5911740216486261,145.40293585174237
2,0.07085789740000001,0.5970024979184013,141.72855997132947
2,0.11385892852111389,0.6536219816819318,102.21624015928722
2,0.10196926189950843,0.6427976686094921,115.08484276474974
